19,eng_03a78ff33d4f1c401546225f97e7a889,12 Source CNN Source CNN Business Source CNN Business Source CNN Business Source CNN Business,0.0,0
28,eng_2ca265e5fb6608d566317413ebc3358e,47th District Republicans kicked out of Kent Cornucopia,0.0,0
40,eng_4e0a716ea0b0939693a374ac5513241c,"A TV News Reporter on IsraelHamas Fog of War, Truth",0.0,0
47,eng_e8215970e38301040ee21a41a868a441,Absolutely no evidence of voter fraud Democrats,1.0,0
48,eng_19474c4acabb5fe06997b6253ed3644e,Abuse survivor recounts her struggles at YWCA,0.0,0
100,eng_e2b921310e7d1aca16d171ff4dc7de29,AOC and Kamala Harris dont really care.,2.0,0
104,eng_3f14d410190f6b17b58a3fcfe15b0167,are we still pretending NATO expansion is not part of the balanced take on the situation?,1.0,0
121,eng_42184e940c07487a4cdb57779608f66e,"At Sunday Vigil, More Than 1000 Mourn Victims of Hamas",0.0,0
144,eng_0a45e4c6b3afbc224c83689d5f8a02a1,"Biden hits Russia with sanctions, shifts troops",0.0,0
178,eng_df5ce8253b80ab0eb1e1e6e5cc8150c9,Californias Republicans should break from Donald,1.0,0
223,eng_ef1472c70d04335840714c0bb933da1a,"CSG holds meeting, students speak on IsraelHamas warThe Michigan",0.0,0
250,eng_f0296bd997ff08908b60b986354b8acd,Democrats plan to nominate Biden by virtual,0.0,0
262,eng_02ad0e46da80ceef491bdcc95889b552,Did Donald Trump Steal His Act from Brother Theodore?The Village Voice,0.0,0
285,eng_07ca0f4bc4efa99b6809261b5080e095,Donald Trump faces many signs of potential political,0.0,0
293,eng_c0079fa236a97227f5712c5f27ffd01a,"Donald Trump Jr., Jim Banks recall Bob Knight, promote",0.0,0
294,eng_4ce0293626e913582e293e0e4b0c7b8c,"Donald Trump Jr., US Rep. Jim Banks push antiwoke",0.0,0
302,eng_02eed670f867d340b315aa604011fca7,Donald Trump speaks at Georgia GOP Convention,0.0,0
320,eng_0170ed44c04dc3c14460c03a18c2c3f8,Donald Trumps campaign rally in Maquoketa draws,0.0,0
337,eng_0ac5014b416ed21d728ef90a116bdf22,Early voting ends tomorrow. Elections have consequences. GoVoteNow,0.0,0
390,eng_03b57e2718c0b4c4a3c68737235d2dd3,Fontana student urges ceasefire in war between Israel and,0.0,0
400,eng_b77871de3a595badd7e8af776cf3cda7,Former Michigan GOP spokesperson testifies fake elector,1.0,0
406,eng_015514cda0c207cad1f8ac2815854b67,"Former VP Mike Pence praises VP Kamala Harris for certifying election, Trumps victory WWERaw oc CharlieHebdo",0.0,0
426,eng_04c1a7ecf7a9b66f55633cecf6774fa2,GO Ukraine. I fully support Ukraine and Zelensky.,1.0,0
432,eng_0439511f3a9f53203ea1907a5ef80b11,GOP debate key moment for Megyn Kelly,0.0,0
433,eng_af2bd2c49a704abff255d2cbcd2347eb,GOP debate offered Tuscaloosa a chance,0.0,0
434,eng_ab88ad93f60eb2a8b5bfe2854b7801ce,GOP debate offered Tuscaloosa a chance to shineThe Tuscaloosa,0.0,0
468,eng_05ef8088df2bf16b3bf32fa7e50d180b,"hamas in two days.""Why dont you a88",1.0,0
479,eng_b28b21c574bf74d78b7a8bab13796fbe,He complaining about the border while Biden gets Mexico to pay 1.5 billion for border security.,1.0,0
481,eng_63d6e4716f0aa7148608671857d4c72a,He has Russia and Ukraine discussing a ceasefire already.,1.0,0
521,eng_0a66001a5c61367ce476456ea0e5e009,"Hunter Biden defies GOP subpoena, blasts impeachment",0.0,0
581,eng_301ca8e5ab6cfc33b83675ecb74ca547,Image makers However turkey host Hamas.,1.0,0
603,eng_030d568746ae8cb1dedcd5750f785adf,"Iran, tormentor of US presidents, tests Joe BidenThe Christian Science Monitor",0.0,0
625,eng_0d802566d396f7fa5db806afe5900a64,Israel is attempting genocide and the U.S. is complicitThe Maine Campus,1.0,0
638,eng_10c4f72a4c5a55f3546ba83074d11c87,Israeli ExPats Plan to Protest Netanyahu at U.N.Atlanta Jewish,0.0,0
694,eng_010eb487de28315e699122609848e701,"Just small calculation on ukraine militaryaid The US has provided 174B worth of military aid in total, and has 330M population. Denmark has provided 7.2B of military aid, and has 5.9M population Finland has provided 2.3B military aid, and has 5,6M population. Denmark 1268 person",0.0,0
743,eng_9096f003456bae6709012e005853a18c,London stands together in the deportation of one Sadio Mane,1.0,0
744,eng_019f61be6c41625a193ede4ca3ed729d,Los Altos council meeting serves as forum on IsraelHamas,0.0,0
759,eng_3e100a4d5c10bf226ded963d76946d5d,Mayor Chip Price Stresses Economic Growth for Siler City,0.0,0
762,eng_1d51ff09510c50bfdc5cc94b1d7a8faa,"Meagan Wolfe firing was symbolic, Wisconsin Republicans",0.0,0
768,eng_03bb8ee0e6ab32624d803516edacd90d,"Middle East crisis live one million Syrians expected to return in first half of 2025, says UN pUN refugee agency asks countries to refrain from forced returns as it says thousands of people ha The Guardian",0.0,0
772,eng_7953dfebfb9ad975507431cf422b5663,Mike Pence has some tough words for GOP,0.0,0
788,eng_53c0b9cc9d33ef3578f7a0048c34affb,More Republicans think Trump is religious than RomneyDeseret,0.0,0
795,eng_aba4907aefb50156d97c9030cc160f43,Muslim Turkey follows the sharia. Erdogan is doing populism.,1.0,0
816,eng_0561dfcfefdbce35b107faaeb66be8bf,"Never thought I would say God bless Mike Pence, but I am today.",1.0,0
843,eng_0231d6218ae3592adaf2eeba137d0884,NYU Law Student Facing Backlash Over IsraelHamas War,0.0,0
848,eng_77d31567aa97c5c51d883843d12e962e,Oh ya think? What about the rest of the swing states? Its all BS,1.0,0
850,eng_43fa4845c30bc09bacc0221f0cbf16fc,Ohio Republicans propose sweeping changes to legal,1.0,0
889,eng_960269d8c6191313056ac59587258217,Police: Driver Intentionally Crashed into Home,0.0,0
897,eng_fa72ef2085d02cc76571c31ff4422528,"President Joe Biden announced a major opinion Friday that the Equal Rights Amendment is ratified, enshrining its protections into the Constitution, a lastminute move that some believe could pave the way to bolstering reproductive and LGBTQ rights. ERA EqualRightsAmendment",0.0,0
965,eng_06fa6e73d9fd5dc0714ff78307a4cc3f,Schill issues new statement on IsraelHamas war,0.0,0
994,eng_7cea485531b00c940121a52db58fd1eb,So a 5x reduction in support is proof of the need for denazification. makes sense.,1.0,0
1015,eng_00cfa8e7ecb7190dc2e1919032f0ccc9,Sounds like a situation that is ripe for voter registration data abuse,1.0,0
1024,eng_10aca86468082ea9dbe0b785c1598731,States trying to remove Donald Trump from the ballot,0.0,0
1029,eng_3885745e6aa811eda4f1ae11108266d8,STOP RUSSIAN AGGRESSION AGAINST UKRAINE. StopPutin StopRussia,0.0,0
1032,eng_0123db736719610f5d923c8deccb8f1b,Stratford Democrats hold edge in town council,0.0,0
1036,eng_036554dc3ffc1a56d0f398473b8053fd,"Students for Justice in Palestine, UC Divest Host Rally",0.0,0
1039,eng_4274cde1af892c8cbc26c27042d7657a,Studies Address Americans Views of Israeli GovtAtlanta Jewish,0.0,0
1040,eng_5961ad8dd4d7bf4231784dafca1882c4,"Stupids order to block all grants and loans unless Agencies had been directed to answer a series of yes or no questions on each federal program by Feb. 7. The questions included ""does this program promote gender ideology?"" and ""does this program promote or support in any way abortion?"" Holy shit",2.0,0
1052,eng_d74875eb103527863b15c9389bb6ab0e,Texas Republicans Target Climate Science in Textbooks,1.0,0
1057,eng_8a498c6903e5f70923c46d3f24a990fb,"Thank you, Patty and Senate Democrats!!",1.0,0
1075,eng_8b05088621953183d1135b4c3d1908de,THE DIXIECRAT GOPAfrican American News and Issues,1.0,0
1083,eng_34114b52be099e24defc2498bfc69cc0,The Hamas attack reveals Israels vulnerability,0.0,0
1116,eng_93b5a648a7db6498698c6eed7ca8a2bc,They said voter fraud doesnt exist tho...,1.0,0
1118,eng_be892c07d685d2729a818f8bb198aa6e,theyre not taking down the Iron dome. ffs people.,1.0,0
1129,eng_5827ff31855e4643fa71e0efe46db24e,This the voter fraud you seek??,1.0,0
1145,eng_3e0a611408e56ad364ad14a09b695cdc,Topeka Democrat hopes to oust GOP Rep. Jake LaTurner,0.0,0
1150,eng_00e995e3ad1b57b3cc90aa281ddcd6af,Trumps headlining 5 PA Republicans opening acts,0.0,0
1160,eng_f201b67b1ee2c8f0321c3a90e123cd17,Two Long Island House Republicans refer George Santos,0.0,0
1208,eng_01cd4aace264d760d004222e1c14b7c6,Vernon County Republicans implement new candidate,0.0,0
1216,eng_193b486e22cd831f500b6918cfe17255,VP Kamala Harris in Black Press,1.0,0
1218,eng_44aa9779a9dc12ee4855c072dbaca9eb,VP Kamala Harris to visit St. Cloud this weekSt. Cloud,0.0,0
1223,eng_04e3015ce239896030ea8934a2b77ffd,"Wait, wasnt he supposed to be running the new Iron Dome?",0.0,0
1230,eng_7850b89439b79927e9cecacdbead37cc,"Was Trumps ethnic nationalism the key to his success? What does nationalism mean, and is it good for America and all Americans?",1.0,0
1262,eng_c0aa9ad5607c13ae9e983487a566c5f3,Whats your plan for the open borders Bobby???,1.0,0
1305,eng_6a8ac0bc70d55c883e6f8aae5aa04f2e,Yes! This is what I want to see on MSNBC!!,0.0,0
1327,eng_0adafa7d26f58f8062622d73b0786988,Zelensky the v gig is up,1.0,0
1335,eng_0500385a7822f48140ee424e0e203207,37. Nationalism isnt inherently good.,0.0,0
1356,eng_00bbb423fd5668be1bcb260310df6319,BREAKING Montenegro and Angola reach agreement for 72minute ceasefire.,0.0,0
1373,eng_436b651a58930289ce4fc612edc9eca9,Calling for Impeachment. ASAP. impeachmentnow savedemocracy,1.0,0
1379,eng_427bb5f6c8a24db61c91453e10ad3e52,Check the illegal immigration numbers.,1.0,0
1385,eng_033283ad970f6ef6f384c082a1904a62,Decision is most concrete move yet by an index provider in wake of Ukraine invasion,0.0,0
1391,eng_6babc91ac4611dc4a63523971aa72069,Does Nigeria immigration issue visa?,0.0,0
1421,eng_ffd958be2fe9520a9873f0b1c07b5367,Have a happy Wednesday everyone. Remember to take that anger to your local polling places. VoteBlueToSaveDemocracy,1.0,0
1440,eng_042d165daf4afe6e421b12fbb00eac98,I think Id be a liberal if I was not raised with conservative values. Im really socialist minded I am a,1.0,0
1445,eng_43e629ef54bfb2a3636c45d46681a929,I wasnt discussing Bidens Zionism.,1.0,0
1450,eng_eafb3cd03934546b84b89728828ee365,"IEBC LISTED 1,031,645 new voters in the second phase of the national voter registration exercise that ended on Feb 06.",2.0,0
1465,eng_11f909e92b59e93e340a95f4c5d0f977,Islamic Jihad fired rockets from the northern Gaza Strip. 4 Israelis injured by anxiety following rocket fire from Gaza.,0.0,0
1467,eng_40a798544306c2f346c64f4424b521ab,"Israel closes border crossing to Gaza workers after rockets fired, Palestinians denounce collective punishment",1.0,0
1475,eng_015771cf922a125fb2f6393c29ec6997,"Jim, I hope you take Angela Micheles spot on MSNBC!",1.0,0
1485,eng_40aee95df9ab2b87dce4ea379d2c0f34,Last day early voting in TEXAS,0.0,0
1509,eng_e19b6229c77c83b66f4bc3815b46cd0a,Novak Djokovic on Border Security is going to be the best episode ever!,0.0,0
1514,eng_c96725defbc139fb326274e5ad528cda,Once while i encourage ppl in swing states to vote blue.,1.0,0
1581,eng_01472ef28fd3a3408d6de1baa0c935f7,"There is no ""good racism"". There is no ""good xenophobia"". There is racism There is xenophobia And those evil peoples traits dont discriminate.",1.0,0
1583,eng_0a2ec9ca379303c2495d9b6dff2042ad,These are people Im for immigration legal immigration,1.0,0
1593,eng_3b623f1b5571952068b841b5c83ca6cb,Time to abort the filibuster and the electoral college. AbortionIsHealthcare RoeVWade,1.0,0
1601,eng_73a138b3a5112415bc5594de75dd4662,US seeks Israeli approval to arm PA troops in fight against West Bank resistance,0.0,0
1608,eng_a64e80d858446031f34d779f75dd6594,War crimes tweeted in real time.,1.0,0
1620,eng_0074d4c4d848c3d3c91fb69d53820516,Who is most affected by gun control?,0.0,0
1645,eng_849d33a37a34a40588c593ff9270fc18,eu and now anti immigration. . Are they all aiming for the same group of people,1.0,0
1662,eng_1b63915190fb037dca3654bcadffc295,theyve been the same Israeli encroachment,1.0,0
1668,eng_342360e14e6e59d327defad58c7e7edd,whats breitbart is it like brexit,0.0,0
1676,eng_01bd301adaac4183f149a178ef587944,indict unrest martial law no more electoral college !,2.0,1
1678,eng_00092d84d86aab0b71f5ad55952da7ed,"""Conservative values"" okay junior. Its an oxymoron, and hes just a moron.",2.0,1
1702,eng_01ca330c0cdcdfb61d0591c376443d16,All because of Democrat open borders. FJB,2.0,1
1728,eng_1d3f0932571147d5feabd5ca73d95daa,AntiSemitism is the UrConspiracy Theory of the Far Right.,2.0,1
1733,eng_0b125dc2da20c69325ab96b84a24697a,are we talking about Zeno... Xenophobia?,1.0,1
1771,eng_11e46b27b7d45cc72dd949d47e4a0962,Congress just passed a bill taking voting rights away from women. Lets hope it doesnt pass in the Senate,1.0,1
1773,eng_dddf0ec81530a916059d688eb75231a5,Conservatives are rlly thirsting over a fossil who is older than Joe Biden over in Muskland,2.0,1
1809,eng_e68b430ae33d9b89c3a6c8796155517a,"Elon Musk Is a Deep State Agent, According to Elon Musk open.substack.compubthebulwa...",2.0,1
1872,eng_3fad6ff3bc1e061cc1f79c1898e6dd32,I am boycotting MSNBC until they stop talking about swelling between the anus and genitals.,2.0,1
1932,eng_165dded8053a3e2c4e37f0301c9fa4ca,Israel _____isisnt an inherently Jewish state and thats _____goodbad,2.0,1
1951,eng_0348ffa779cc08854b0a98e4a30a7c21,"Its the eternal narrative, because it dovetails so neatly with the fear, racism, and xenophobia theyre peddling.",2.0,1
1956,eng_052b43d2a30812271ebbfdae2d63c909,Joe Biden.. And Joe Biden alone Caused inflation....,2.0,1
1983,eng_c25985063d2ab6bd9dd1977180d19c70,Lying. Lots of election interference and you know it,2.0,1
1996,eng_031dd22664cf4901508102ca533fc481,MSMedia is the enemy of the PEOPLE!!!!!!,2.0,1
2019,eng_02b8b57a951dfacd89afb0dcd792646c,Nothing to see here... definitely not propaganda.,2.0,1
2026,eng_02a32c67fd6ec526fb2f61d2ea4443cc,"Ofc the Tinder Swindler is ""Israeli""",2.0,1
2027,eng_7592c8e2bad757d4e872d289c1f74ebf,Oh Fcck you CNN. Fcccckkkkk youuuuuu.,2.0,1
2063,eng_4b123249fbf444adf6311e365266a048,Putin is murderer Putin is murderer Putin is murderer Go to hell,2.0,1
2091,eng_e5cfa4cafa3bacc123dad1d2c7937aaa,Slava Ukraini. Trump is a traitor.,2.0,1
2093,eng_006a0d40459004ce36c8142e73f50bbd,So a coup attempt in DRC?,0.0,1
2107,eng_00c4fb0eff0c8213ed01165380747c7b,Socialist Valentines OC Kookoo socialism socialist politics leftist valentines art drawing furry deer rose red candle suit punk gay artist romantic,1.0,1
2115,eng_05db4a75dfb8ee375acf48208da16b5a,STOLEN ELECTION. TWO BUFFOON AND A SHIT SHOW,2.0,1
2120,eng_00900c208e8efd9d6831d3e40d910b7f,Texas Gov. Greg Abbotts Border Security Stunt Has Been A Total Shitshow.,2.0,1
2129,eng_015229c8af30bf04d508b4b1cbe7465b,Thats Red States for you blame others,2.0,1
2188,eng_04c73c7366e4fbf61758d5e62fa5a466,They are not asylum seekers they are criminals,2.0,1
2271,eng_0afd855984e5a56b057f1042c8cb63a4,"When foreign actors do it, it becomes a coup attempt",2.0,1
2275,eng_047cb504c12be3c5ad47d89b457bce9a,"When the election of the head of state relies on winning,swing states, can we call it a Democracy?",1.0,1
2294,eng_030d51161c8e5da3211e99156155b1a4,"Would you consider placing 50,000 partisan staff into the heart of a countrys civil service something like creating a ""deep state""?",2.0,1
2350,eng_58090bf54d52d10225c73e23d4d83627,AOCLovesElon because Pelosi loves to pay her winery staff low wages while threatening deportation,2.0,1
2352,eng_0a46862a8b43f5aed5d77b482f0b356b,And it stems from xenophobia too lmao,2.0,1
2376,eng_49d033b554865ae55ba65d500ddfb2c1,Can Trumpism be defeated? Absolutely. Heres how Bernie Sanders,1.0,1
2400,eng_00758f5a8b22322bdf571481ec0efb75,Dems should file articles of impeachment every single day. We have to stop these criminals.,2.0,1
2415,eng_5d87f92ad1e604b97a6d4eae6647ecc1,Elon Musk is the Deep State,2.0,1
2416,eng_953175fbdf11ba464912586a5b9500da,Epic treason by all Republicans.,2.0,1
2422,eng_c9805096e981e1d1d24dc1c503f34781,FDT he is a traitor,2.0,1
2430,eng_01a6d616df9dc8ec4f63b15ac66511fb,Fuck Twitter Fuck YouTube Fuck Facebook Commie liberal agenda,2.0,1
2473,eng_17295bf28850b5527a04dc7f5c229a53,Illegal unregistered Foreign lobbyists oligarchs deserve sanctions !,2.0,1
2544,eng_40f07f3b588d1b7e251c18851da17f30,Resist Trump! Resist Maga hypocrites!,2.0,1
2546,eng_02f2eca6b1ab8a5813b0fe9032ab7080,Russian Imperialism Arab League Imperialism are different versions of the same sht,2.0,1
2548,eng_05ae23f9d430dbc2a26c6d37f9a46b51,"Say what you want about the tenets of National Socialism, Dude, at least its an ethos!",1.0,1
2561,eng_ca99e417ba56c186664ad50b13aee3bf,"TRUMP LIE 718 ""Not statistically possible. Rigged Election!"" TFG Trump",2.0,1
2653,eng_78530d6fa5f7b6d8b5f042b68e6f56b8,felon musk felon trump IDF supporters,2.0,1
2663,eng_010225ddefff41f00845872f80b1b97d,my ethnic cleansing is very socialist why do you ask,2.0,1
2677,eng_09c9a5b490f3cb4aca730b8178dad60b,All immigration is good remember?,1.0,0
2705,eng_3e93a286942ca88e5b7bdbdffad79073,"At 10am today, voter registration challenge hearings will begin in . The hearings are open to the public",0.0,0
2714,eng_e3aedb0fc2ae8120e4c19c53dd1a282b,Blue states need to start building our own militia we can start by hiring these generals,1.0,0
2736,eng_40863ccfdd2c929fab786cef0a1b6fca,Crazy woke agenda items like supporting red states.,2.0,1
2753,eng_d8d7d0662139da9e2395bd1402a21920,Donate to friends of the IDF!,0.0,0
2756,eng_3f21d69c75eefa896793da03deb4844e,EXCUSE YOU? Kamala Harris doesnt owe us .,1.0,0
2762,eng_befb796acdd6491b0997e98b8b41100f,Elon Musk is a Nazi who despises the idea of multiculturalism and religious pluralism,2.0,1
2774,eng_58ed59b0dc554581e2fe15c2ec251cce,FUCK DONALD TRUMP TO DEATH!!!,2.0,1
2778,eng_4bfce4f337f58be5ca4b06b61dd5cd8c,Fox News is not news. Real news is different from opinions.,1.0,0
2807,eng_06f3dbcadfcb8b3e1646a34a5c305555,I am a victim of capitalism,1.0,1
2829,eng_3f2c2a5f286dcd4045d4073ead3e1493,"IAF intercepts missile fired from Yemen, IDF commander injured in West Bank vehicle explosion",0.0,0
2849,eng_b7acba0186782e3186b7b8ae42bb4016,Im so glad that Joe Biden pardoned Hunter Biden. Empathy and compassion are everything in this world.,1.0,0
2874,eng_0afbc6d9901001202533cad49065b06b,Joe Biden why not pardon Leonard Peltier before your done?,1.0,0
2884,eng_3e4076dab5c65efcb2334e4fe5938e20,Kamala Harris is just too dark to be President. And she dumb.,2.0,1
2888,eng_46ae9ed47c437d4300c5afa4850fb2e8,Kamala Harris to attend funeral of Buffalo mass shooting,0.0,0
2921,eng_053a5cb1a2bfbf17d66f25e2ce70cd57,Nationalism is just another word for Xenophobia. racism Xenophobia notoborders,2.0,1
2922,eng_0053d7331aeaf42ce57e469f479f9e8c,Nazi is a subcategory of fascist,1.0,0
2927,eng_00bfea7ea246ba221c8dd30438a6ae66,No REDWAVE? What about the 219 wins? Not yours Demoncrats but Republicans. Hmm. winning Trump2024,1.0,0
2952,eng_02d29e28e6f6c08f6fb0fad14f9dc70f,Really useful app regardless of your immigration status. Please share.,0.0,0
2968,eng_05ed85c9fb3318c032a1913de7987594,Sanctions should mean sanctions and just not soft government statements.,1.0,0
2992,eng_1e725acd9144c09bed31b5adc1812b8c,"Thanks, Snowflake! Youre the best!",0.0,0
3000,eng_427cea503f2e3a2b4608d26fa87a55f0,The IDF needs some B52s.,1.0,0
3001,eng_40ea7837468aa4ec9b9e9b5f62d8b765,The Second Amendment is now a suicide pact.,1.0,1
3023,eng_0063366f06e746ee0324476090c0b80d,"Theyre not interested in the rights given to 43,000 asylum seekers but with the removal of rights from 70 million citizens",2.0,1
3027,eng_4c065f6c4fc6367157b244c8859ac864,"This is genocide, Call it genocide CallItAGenocide StopTigrayGenocide StopTigrayFamine",2.0,1
3051,eng_0b0176b4c1ba4c8907159679caa44d40,War sucks but is good for capitalism but capitalism has ruined art,1.0,0
3055,eng_497c4fee8743f78f6a1600ffcd2f68f8,"We need to stay a group occupy Democrats. Well how about RedWave. Stop inflation now,rid the source",1.0,0
3065,eng_0482b524770f85ab21325f73135b6a9c,When can we start calling mass deportations ethnic cleansing?,2.0,1
3066,eng_05e463e2527529b4173dd3980b0a5f24,When does the impeachment begin? Who has the guts to stand up to the caravan of fools.,1.0,1
3071,eng_019eeba83eed7fcfb2b7db4a27d07233,Who gave the order to stop counting the votes in the swing states?,0.0,0
3092,eng_38c5bacee209722ee76b30bb37f435d1,Zionism is a cult. A coloniser cult The senior members of the government he apartheid state of Israel are majority European,2.0,1
3113,eng_250369f91bb0687e546e825d48777230,lol burner account like they be his human shields. Like who would want to wack him out with one of these strapped on him?,1.0,0
3122,eng_03a225c63c458b99d017914bb6ddf57b,pornography is propaganda. repeat after me pornography is propaganda. now lets collab.,2.0,0
3152,eng_75e6498b067b8acf1ace6a197a74563d,Everything that I dont like is post modern neo Marxist gender ideology,1.0,0
3158,eng_4591c2fae023689f7af495b9831fe075,"He is a Psycho. CANADAS CONSERVATIVE LEADER ISRAEL MUST STRIKE IRANS NUCLEAR FACILITIES Pierre Poilievre ""It would be a gift by the Jewish state to",2.0,0
3162,eng_1c7c36529e921822d3911d173248919e,How this Dutch taxi driver signed a recording contract with ethnic cleansing,1.0,0
3174,eng_02d0656ef6b57ea355e3c24659bf6b27,Jason Van Dyke is an enemy of the people.,2.0,1
3193,eng_ba9d2f55a38fc166cafe89c80dc19c25,Reminds me of Putin propaganda.,1.0,0
3196,eng_0b285af2aba6a96a75817b644fde8f87,TWO INDEPENDENT STATES End Israeli Atrocities End Israeli Apartheid FREE PALESTINE NOW IsraeliWarCrimes,0.0,0
3200,eng_0074a079354a2fc30efad43bf0f3267d,The deep state that the right always talks about is made up of the white supremacists that are infiltrating the government.,2.0,1
3203,eng_0505a624744f5021620a10e57198050d,They did vote for her their votes were canceled by voter suppression laws. About million votes,2.0,1
3207,eng_5f1b44a1a1db92f6df32ddf8182390d8,Traitor raising anothe man hating traitor schyzo,2.0,0
3208,eng_33b9edeaa124f3d8a12f8865d6d5846a,War crimes? Count me in,1.0,0
